hip;plx;plx_err;ruwe;teff_spec;radius_flame;lum_flame;diam_mas;diam_n
57033;0.4440;0.0154;0.949;5943;;;;
57038;2.0338;0.0233;1.118;3816;;;;
57043;4.9333;0.0225;1.160;;;;;
57045;3.5230;0.0233;1.098;4003;;;;
57047;7.5905;0.0969;1.224;4083;;;;
57049;14.8324;0.0294;1.095;5172;3.066;5.833;;
57052;11.8021;0.0184;0.867;;1.851;6.495;;
57053;12.7415;0.0266;1.076;6294;2.467;8.783;;
57057;0.4279;0.0228;1.111;4250;;;;
57064;0.4771;0.0169;0.759;7210;;;;
57073;3.0604;0.0196;1.018;4312;20.249;169.004;;
57079;13.2265;0.0311;0.906;4931;6.277;20.741;;
57080;19.9195;0.0209;0.887;6073;1.591;3.185;;
57082;17.4721;0.0282;1.169;;1.774;5.812;;
57083;26.2018;0.0270;0.962;5902;1.196;1.490;;
57092;29.4157;0.0185;0.948;6244;1.361;2.418;;
57097;4.5524;0.0268;0.938;;2.811;99.008;;
57107;11.6725;0.0249;0.878;6238;2.636;10.293;;
57108;1.0481;0.0210;0.887;;;;;
57111;6.0383;0.0714;1.037;4354;27.646;346.718;;
57116;3.8562;0.0225;0.987;4777;11.153;56.983;;
57118;2.0104;0.0225;0.954;4325;;;;
57126;3.1991;0.0596;1.050;8375;2.552;281.998;;
57137;17.6400;0.0224;1.004;5026;4.081;9.038;;
57138;4.7155;0.0263;1.056;4789;9.457;62.262;;
57143;2.9044;0.0295;1.169;;4.325;684.120;;
57144;2.1499;0.0155;0.975;3882;;;;
57145;0.9311;0.0160;0.987;4110;;;;
57158;6.6304;0.0370;1.160;;1.663;21.615;;
57160;6.7840;0.0255;1.058;;2.784;16.011;;
57161;3.5859;0.0217;0.982;3942;38.484;624.470;;
57162;3.8932;0.0197;1.031;4621;11.078;50.511;;
57165;4.8904;0.0549;1.119;4117;34.442;404.973;;
57173;5.5731;0.0518;1.118;;2.407;81.240;;
57175;0.1537;0.0927;0.928;6064;;;;
57176;5.5957;0.0293;1.222;4655;;;;
57179;4.5006;0.0178;1.035;4817;13.164;99.278;;
57182;8.0544;0.0207;0.981;;1.635;8.303;;
57189;6.4830;0.0162;0.883;;3.992;39.451;;
57191;5.9914;0.0212;1.004;4809;10.645;65.207;;
57192;5.3002;0.0222;1.030;;;;;
57198;4.1513;0.0213;1.079;5483;9.993;84.142;;
57199;10.1960;0.0272;1.072;6481;2.436;10.165;;
57201;11.8331;0.0180;0.901;6206;1.975;5.509;;
57203;7.2394;0.0650;1.160;;1.912;35.589;;
57211;7.0083;0.0307;0.968;;;;;
57213;5.2641;0.0334;1.233;4749;12.186;71.707;;
57214;8.8212;0.0310;0.796;4879;;;;
57217;31.2251;0.0218;0.990;6073;1.109;1.406;;
57225;17.5342;0.0220;0.950;6326;1.169;1.799;;
57239;4.9010;0.0351;1.160;;1.969;35.426;;
57240;2.9405;0.0773;1.171;3949;;;;
57242;11.8532;0.0329;0.945;6253;1.841;4.685;;
57250;1.7002;0.0195;0.895;3845;;;;
57253;10.6460;0.0312;0.840;;1.685;21.873;;
57257;2.4400;0.0295;1.237;4162;39.449;557.080;;
57261;2.5243;0.0162;1.004;4878;14.448;122.654;;
57270;2.2341;0.0146;0.866;3840;55.735;1308.879;;
57275;9.0913;0.0880;1.163;;;;;
57277;2.6279;0.0151;0.931;4207;34.573;432.758;;
57279;6.3494;0.0335;1.055;7800;2.221;49.031;;
57282;1.8210;0.0147;0.924;4375;;;;
57283;9.5113;0.2042;1.649;4845;16.824;149.717;;
57284;2.9020;0.0191;1.037;4169;;;;
57287;2.8116;0.0197;1.219;3990;45.725;994.816;;
57291;25.3531;0.0178;0.896;5613;1.278;1.381;;
57293;4.1604;0.0230;0.912;;2.699;59.140;;
57296;1.7953;0.0137;0.929;4407;50.114;1225.266;;
57299;0.6578;0.0191;0.913;8474;;;;
57303;2.3081;0.0187;1.043;4149;;;;
57304;3.5623;0.0222;0.893;8105;3.118;53.507;;
57306;9.3324;0.0220;0.930;4946;5.304;14.413;;
57322;6.7924;0.0196;0.988;4507;;;;
57328;27.5153;0.1370;0.988;;;;;
57334;0.9802;0.0136;0.865;4250;;;;
57335;4.5540;0.0186;0.879;4698;10.593;56.309;;
57340;3.6033;0.0213;0.963;;;;;
57344;13.9824;0.3051;11.992;6352;1.429;3.056;;
57345;11.4864;0.0236;0.997;6471;1.824;4.451;;
57352;20.7471;0.0211;0.999;5713;1.130;1.260;;
57362;3.1839;0.0937;1.530;4250;;;;
57365;2.4667;0.0219;0.985;4468;21.108;215.406;;
57371;4.3666;0.0765;0.984;;;;;
57374;5.5397;0.0233;1.018;;1.815;38.517;;
57378;15.5794;0.0290;1.071;6385;1.374;2.838;;
57380;9.8446;0.2744;3.091;;;;5.886;2
57383;5.3467;0.0165;0.930;4630;;;;
57399;16.4382;0.1130;2.147;;;;3.230;1
57401;2.3896;0.0274;0.849;3789;;;;
57406;4.3926;0.0233;0.966;;;;;
57410;3.9161;0.0302;1.245;4828;10.325;64.600;;
57411;3.2791;0.0430;1.231;4250;75.439;808.058;;
57419;4.3855;0.0239;0.869;4408;12.487;75.662;;
57431;3.9397;0.0159;0.959;4836;10.605;62.402;;
57432;0.9783;0.0361;1.181;;;;;
57433;17.1619;0.0265;1.038;5954;1.503;2.447;;
57436;1.8159;0.0199;0.943;3828;;;;
57439;7.9894;0.1123;1.975;5029;;;;
57443;107.3024;0.0873;0.931;5598;1.014;0.871;;
57444;2.6328;0.0241;0.950;4163;;;;
57451;4.5469;0.0193;0.871;;;;;
57455;4.0478;0.0156;0.951;4181;;;;
57456;15.6061;0.0257;0.995;5983;1.390;3.132;;
57467;4.6899;0.0243;0.997;4723;8.976;39.764;;
57477;14.8962;0.0627;1.075;4410;11.362;51.979;1.606;1
57488;25.9430;0.0285;0.884;6312;1.247;2.024;;
57497;9.3952;0.1913;7.190;4912;8.319;39.372;;
57498;9.1204;0.0834;3.046;;;;;
57502;9.9734;0.0225;0.926;;1.829;7.620;;
57505;4.2414;0.0584;0.968;4250;;;;
57506;6.1106;0.0350;1.154;;2.326;14.183;;
57507;56.3626;0.0169;0.876;5576;0.942;0.722;;
57513;2.7440;0.0210;0.959;4286;21.087;149.231;;
57515;9.2188;0.0271;0.963;;1.921;11.027;;
57522;4.7609;0.0265;1.068;4359;19.125;130.143;;
57528;6.8948;0.0258;0.942;7539;2.084;11.284;;
57529;11.2074;0.0370;0.993;5751;;;;
57533;2.4188;0.0677;2.882;4432;23.468;218.865;;
57536;8.8927;0.0215;0.965;5322;3.556;8.005;;
57542;0.9386;0.0175;0.873;8500;;;;
57547;6.6480;0.0148;0.903;4742;10.521;54.957;;
57556;6.6693;0.0289;0.848;;2.055;38.888;;
57559;9.3473;0.2737;9.710;6291;2.086;6.567;;
57560;6.1954;0.0228;0.916;7709;2.686;20.634;;
57561;4.5065;0.0270;1.141;4374;11.236;53.167;;
57562;16.4396;0.0989;1.287;;1.962;25.777;;
57563;8.6540;0.0277;1.190;5040;4.909;14.019;;
57567;8.6379;0.0267;1.025;;1.532;7.886;;
57576;3.0421;0.0222;1.050;4119;;;;
57581;6.8524;0.0948;1.785;3987;;;;
57585;4.2622;0.0250;0.962;4661;11.346;53.478;;
57587;22.4120;0.0310;0.976;6035;2.183;5.259;;
57591;12.8049;0.0320;1.271;6757;1.873;6.280;;
57593;3.0770;0.0256;0.835;;4.803;57.938;;
57594;16.2801;0.0256;1.023;5357;2.195;4.308;;
57599;5.8079;0.0255;1.006;4509;;;;
57602;3.7246;0.0153;0.963;4565;12.161;61.074;;
57604;7.7525;0.0342;1.041;;1.980;27.339;;
57606;14.8338;0.1021;1.178;;;;;
57607;4.7055;0.2213;1.665;;;;;
57611;5.9996;0.0177;0.933;4753;10.729;61.859;;
57613;6.9769;0.2502;1.587;;;;;
57617;14.5278;0.0307;0.997;6034;1.496;2.547;;
57621;2.3798;0.0199;0.989;3892;;;;
57628;0.8011;0.0302;0.948;;;;;
57629;29.7094;0.0274;0.854;6244;1.533;3.153;;
57630;7.6566;0.0268;0.843;4709;8.862;40.620;;
57631;4.8301;0.0228;1.151;4680;10.478;56.170;;
57632;;;;;;;1.339;4
57636;8.0994;0.0299;1.177;4480;11.016;55.451;;
57639;5.4240;0.3040;13.900;5247;;;;
57643;5.2489;0.0221;1.007;4916;8.494;42.499;;
57644;6.4161;0.0353;1.074;;2.050;68.715;;
57646;16.1252;0.0582;1.209;;;;;
57648;3.0538;0.0225;0.953;4105;;;;
57653;0.5262;0.0161;0.897;;;;;
57664;5.4104;0.0237;1.026;4849;8.134;36.541;;
57666;4.6328;0.0392;1.044;4368;10.764;52.071;;
57670;14.4928;0.0850;1.996;;3.769;19.782;;
57676;12.2082;0.0467;1.000;5922;1.963;3.887;;
57680;5.4941;0.0237;1.061;4609;;;;
57681;16.1482;0.0208;0.914;6254;1.378;2.495;;
57682;3.3451;0.0187;1.073;4243;;;;
57696;2.1101;0.1063;2.037;4580;;;;
57700;3.1564;0.0215;1.028;4863;;;;
57704;1.5988;0.0153;0.992;3943;;;;
57732;6.0641;0.0294;0.938;5037;;;;
57738;10.5981;0.0188;0.882;;1.888;6.485;;
57741;0.3699;0.0366;0.750;;;;;
57744;12.1980;0.0257;0.899;6053;1.887;4.002;;
57747;3.9717;0.0248;1.049;5030;10.240;56.776;;
57748;4.8486;0.0215;0.901;5182;6.269;27.362;;
57749;7.7092;0.0228;0.889;4869;9.172;48.123;;
57753;2.2678;0.0225;0.966;4010;;;;
57757;90.8945;0.1934;2.811;6109;1.753;3.589;1.431;2
57759;11.4667;0.0461;1.946;;3.016;9.612;;
57763;3.8433;0.0212;0.987;4876;;;;
57775;3.4498;0.0203;0.990;4416;;;;
57779;18.0027;0.0277;0.891;;1.632;6.908;;
57783;3.1518;0.0140;0.872;4834;14.548;134.817;;
57785;1.5473;0.0264;1.035;4694;;;;
57789;10.2097;0.0295;1.049;;1.617;5.378;;
57790;8.0622;0.0444;1.659;;2.214;11.096;;
57792;4.9038;0.0287;0.908;;2.743;47.574;;
57798;5.7614;0.0190;0.934;4581;;;;
57801;4.6112;0.0209;0.961;4596;11.140;51.034;;
57803;7.9199;0.1045;1.858;4365;;;;
57805;15.8678;0.0358;1.019;7663;1.965;9.756;;
57806;3.9710;0.0257;0.907;4410;;;;
57807;2.7595;0.0321;1.006;;3.724;107.669;;
57808;0.2383;0.0195;0.809;;;;;
57809;7.9962;0.0355;0.983;;2.010;43.585;;
57814;13.4741;0.0207;1.147;6090;1.875;4.547;;
57817;6.1931;0.0233;1.126;4537;10.632;48.895;;
57819;22.0687;0.0282;0.959;6650;1.676;4.814;;
57820;8.1691;0.0181;1.030;4986;4.522;11.572;;
57822;9.9031;0.2076;8.371;6239;1.852;5.358;;
57829;1.6424;0.0286;0.979;3829;;;;
57840;4.6182;0.0204;1.034;4713;10.494;58.548;;
57841;31.6154;0.0442;0.877;6092;1.811;3.779;;
57848;2.4198;0.0290;1.073;7811;4.351;564.518;;
57851;8.6793;0.1283;1.272;;2.707;354.026;;
57856;10.3190;0.0375;1.120;6486;1.876;5.187;;
57861;2.5016;0.0345;0.956;;;;;
57870;9.3743;0.0530;0.831;;3.338;57.579;;
57875;8.2374;0.0257;0.900;;2.238;13.177;;
57876;2.6852;0.0185;0.924;4292;;;;
57885;6.7570;0.0168;0.944;4321;14.366;93.789;;
57897;13.6463;0.0220;0.913;5352;;;;
57898;12.7183;0.0267;1.099;6458;2.067;6.261;;
57899;2.7045;0.0150;0.840;3959;;;;
57900;4.7518;0.0140;0.842;4457;;;;
57907;0.6973;0.0211;0.690;;;;;
57912;5.9166;0.0270;1.107;;3.392;21.283;;
57913;3.8031;0.1301;6.755;4442;;;;
57919;4.1724;0.0247;1.000;4614;9.953;52.963;;
57920;9.8376;0.0323;1.080;7851;2.194;15.363;;
57926;2.0089;0.0231;1.043;4115;;;;
57936;;;;;;;;
57939;109.0296;0.0197;0.880;4700;0.625;0.227;0.640;4
57940;0.8175;0.0187;1.035;4732;;;;
57941;4.3755;0.0265;0.927;4757;10.929;58.129;;
57960;16.3521;0.0244;1.006;;1.815;7.001;;
57963;1.6903;0.0224;0.855;;6.520;1186.949;;
57964;3.4699;0.0165;1.145;4877;12.593;81.182;;
57966;9.7568;0.0294;0.978;;1.643;7.345;;
57971;12.1241;0.0366;0.993;;1.941;19.703;;
57979;5.5875;0.0203;0.905;4759;8.576;44.887;;
57981;6.2527;0.1547;8.136;4682;8.873;45.892;;
57990;3.6172;0.0211;0.839;4779;10.924;58.694;;
58001;;;;;;;0.922;1
58002;8.0973;0.0331;1.003;;3.439;39.116;;
58003;6.6606;0.0212;0.964;4640;10.517;57.900;;
58007;4.8413;0.0223;1.056;4793;8.969;72.291;;
58027;1.8683;0.0303;0.996;3848;;;;
58031;13.3135;0.0263;0.933;4969;2.708;3.981;;
58034;9.6953;0.0304;1.065;6282;2.149;6.319;;
58035;4.0186;0.0336;1.030;4663;9.839;53.504;;
58039;8.3389;0.0233;0.963;;1.996;11.134;;
58040;2.7259;0.0217;0.944;3849;;;;
58041;1.7777;0.0250;0.789;7550;;;;
58049;7.5233;0.0302;1.070;;2.383;9.486;;
58050;5.2711;0.0198;0.918;5025;6.835;31.604;;
58059;1.3116;0.0324;1.187;4250;;;;
58064;1.9572;0.0223;1.074;4062;;;;
58069;12.3140;0.0254;0.959;;1.509;3.851;;
58080;13.7842;0.0223;0.849;5091;3.417;6.312;;
58082;11.4194;0.0694;1.120;4909;;;;
58085;22.7111;0.0154;0.758;5890;1.540;4.412;;
58090;;;;;;;;
58092;3.2982;0.0223;0.988;4444;;;;
58097;2.5529;0.0158;1.040;4310;;;;
58103;0.5163;0.0266;0.838;;;;;
58110;19.2949;0.0617;0.967;5057;5.508;16.236;;
58112;10.4410;0.6634;19.019;;;;;
58119;4.8113;0.0446;1.072;3822;;;;
58128;1.0267;0.0291;0.890;7801;7.006;2337.664;;
58129;5.5239;0.0227;0.983;4754;10.211;61.120;;
58131;7.3113;0.0610;1.140;;;;;
58133;12.3341;0.0241;0.953;6393;1.943;7.167;;
58135;4.3428;0.0263;1.027;4380;;;;
58137;8.4985;0.0333;1.003;7826;2.162;13.883;;
58142;1.8602;0.0223;1.087;3983;;;;
58144;4.3417;0.0191;1.025;4611;;;;
58148;6.9972;0.0255;1.025;4625;10.940;47.453;;
58151;4.3977;0.0213;1.057;4470;;;;
58158;5.9519;0.0488;1.150;4048;35.649;275.538;;
58160;10.9400;0.0175;1.000;5970;2.718;8.360;;
58166;2.7099;0.0150;0.829;3759;;;;
58177;8.1087;0.0278;0.913;4764;10.961;60.351;;
58178;10.1050;0.0372;1.303;4620;;;;
58181;10.6761;0.0348;1.118;4559;10.566;51.519;1.098;1
58182;3.9408;0.0167;0.975;4673;;;;
58188;13.0075;0.1226;1.158;;;;;
58193;4.6324;0.0193;0.964;4526;15.671;101.701;;
58202;4.1065;0.0257;1.092;4577;;;;
58206;4.6694;0.0210;1.138;4708;11.350;64.073;;
58208;7.2855;0.0203;0.981;;4.241;29.753;;
58213;16.3201;0.0206;1.064;;1.736;5.821;;
58217;4.9447;0.0320;1.034;4825;10.899;65.519;;
58221;3.4806;0.0330;1.061;4040;;;;
58223;4.1103;0.0195;0.975;4441;10.750;64.290;;
58225;3.3873;0.0780;1.883;4250;;;7.488;1
58232;7.0127;0.0203;1.037;4728;10.813;57.253;;
58240;28.2336;0.0231;1.059;5610;0.997;0.928;;
58241;28.2075;0.0230;1.027;5641;0.953;0.810;;
58242;19.4010;0.0278;0.897;;1.959;6.692;;
58247;2.7511;0.0224;1.060;;;;;
58248;16.8931;0.0216;0.956;6596;1.447;3.183;;
58250;3.9671;0.0245;1.092;4518;;;;
58254;19.5874;0.0219;0.933;5894;1.202;1.438;;
58259;5.3017;0.0207;0.998;4844;14.584;125.224;;
58260;6.9972;0.0281;0.848;;;;;
58263;17.7988;0.0273;0.956;6534;1.554;3.523;;
58264;19.9086;0.0254;0.940;6088;2.097;4.962;;
58266;0.4841;0.0254;0.812;;;;;
58268;21.5837;0.0229;0.940;6627;1.586;3.602;;
58272;8.5308;0.0402;0.949;;;;;
58275;7.5429;0.0190;1.057;4629;10.515;56.263;;
58277;5.2548;0.0185;0.942;4718;11.071;58.598;;
58278;0.6687;0.0235;0.888;6130;45.377;2416.799;;
58287;21.7711;0.0250;0.980;6116;1.796;4.105;;
58288;2.2766;0.0207;0.959;4067;;;;
58298;13.0439;0.0265;1.023;6241;1.494;2.685;;
58301;18.5192;0.0202;1.005;;1.562;4.993;;
58306;8.2771;0.0241;1.039;4798;5.564;20.148;;
58307;2.6777;0.0182;0.958;3945;49.318;909.922;;
58316;7.2492;0.0355;0.837;;;;;
58317;19.4790;0.0207;0.934;6261;1.468;3.437;;
58324;2.6415;0.0213;1.051;4031;;;;
58326;5.9792;0.0654;0.780;;2.900;466.885;;
58327;9.1509;0.0330;1.128;7292;3.005;17.677;;
58329;4.3646;0.0308;1.090;4285;;;;
58331;18.2180;0.0393;0.979;5964;;;;
58333;14.0178;0.0215;0.882;6148;1.460;2.659;;
58334;3.1848;0.0187;0.929;4789;21.679;266.510;;
58336;4.8286;0.0253;0.941;4635;11.060;58.042;;
58337;4.4209;0.0233;1.053;4701;11.375;68.831;;
58338;2.3603;0.0151;0.961;3981;;;;
58343;6.4452;0.0238;0.948;4746;7.010;28.074;;
58345;98.2980;0.0203;0.998;4593;0.761;0.221;;
58350;0.5150;0.0179;0.909;;;;;
58356;1.7682;0.0177;0.960;4617;;;;
58358;6.2215;0.0203;1.003;4562;;;;
58363;17.7202;0.0203;0.935;6709;1.543;3.688;;
58367;1.8567;0.0292;0.983;7725;;;;
58368;19.4271;0.0330;1.018;6342;1.491;3.712;;
58369;21.1752;0.0289;1.047;;1.501;5.010;;
58375;4.9761;0.0256;0.987;4736;;;;
58377;2.2910;0.0505;1.237;3761;;;;
58379;3.4896;0.0619;1.083;;;;;
58380;26.6512;0.0174;0.871;6137;1.383;2.343;;
58388;10.5586;0.0201;0.986;4885;5.969;17.316;;
58389;6.1314;0.0155;1.000;4674;11.421;68.495;;
58391;1.0631;0.0232;0.919;7975;;;;
58394;2.2008;0.0198;1.084;4226;26.652;334.409;;
58398;4.0336;0.0260;1.065;4628;;;;
58402;2.7981;0.0288;1.002;;;;;
58406;17.6296;0.0194;0.963;;1.597;4.437;;
58408;11.7917;0.0231;0.989;6517;1.848;5.551;;
58410;9.5448;0.0262;1.050;;2.307;18.315;;
58416;9.5594;0.0327;1.383;;1.688;8.860;;
58422;8.6052;0.0221;0.981;4712;5.055;11.884;;
58424;7.5085;0.0287;0.966;6488;2.562;9.378;;
58427;0.7194;0.0410;0.750;;;;;
58436;4.2598;0.0383;0.949;;;;;
58441;2.8671;0.0162;1.041;4461;24.871;251.186;;
58445;4.4950;0.0573;1.145;4384;25.199;230.473;;
58450;4.1343;0.0294;0.905;4069;;;;
58451;49.1470;0.0235;0.981;4984;0.780;0.304;;
58452;7.4637;0.0511;0.973;;2.143;79.986;;
58453;3.0250;0.0242;0.986;4409;;;;
58457;2.6175;0.0255;1.053;3846;;;;
58458;6.3386;0.0193;1.074;;2.304;18.759;;
58460;5.7626;0.0411;1.143;4472;19.505;186.431;;
58463;3.0659;0.0216;0.994;3857;49.263;1433.869;;
58465;9.9607;0.1139;4.492;;1.820;44.093;;
58466;3.1282;0.0254;1.081;4074;35.709;437.483;;
58469;0.4260;0.0185;0.786;7321;;;;
58475;2.3766;0.0304;0.952;;;;;
58477;2.3799;0.0210;1.035;4719;22.797;285.035;;
58480;3.9451;0.0216;0.976;4880;13.034;96.165;;
58482;10.6309;0.0208;0.902;6033;3.806;16.111;;
58484;;;;;;;;
58488;0.9769;0.0217;0.899;8631;;;;
58495;4.4179;0.0315;1.814;;5.601;35.330;;
58498;0.4812;0.0158;0.869;4250;;;;
58509;0.8058;0.0402;1.009;;;;;
58510;10.8636;0.0880;1.004;;2.898;57.869;;
58512;8.3932;0.0286;0.931;;3.162;28.614;;
58519;3.4114;0.0628;1.165;4250;;;;
58542;3.5568;0.0202;1.004;4389;;;;
58544;1.4908;0.0288;1.004;7750;4.836;569.669;;
58545;3.0214;0.0554;1.329;4250;;;;
58548;5.3667;0.0263;1.045;;3.426;31.876;;
58550;6.3621;0.1686;7.649;4916;5.942;17.946;;
58551;8.9295;0.0274;0.981;;1.623;7.077;;
58552;5.4634;0.0395;1.106;;2.235;26.685;;
58566;2.1767;0.0196;0.939;4282;26.558;316.348;;
58567;;;;;;;;
58568;3.7031;0.0353;1.116;4756;10.966;56.135;;
58579;;;;;;;;
58584;1.2779;0.0278;0.894;;6.827;791.776;;
58586;9.2743;0.0246;0.961;6741;2.422;9.997;;
58587;1.6891;0.1525;1.280;;;;;
58591;8.8302;0.2908;7.913;;;;;
58603;5.9374;0.0229;0.935;4466;17.445;155.620;;
58610;9.3928;0.0264;1.169;6264;2.325;7.279;;
58615;9.1698;0.0255;0.923;6380;2.349;6.872;;
58616;8.2045;0.0318;0.932;;2.005;40.013;;
58631;1.9924;0.0214;1.036;4110;;;;
58632;4.2471;0.0197;0.957;4922;;;;
58638;3.3414;0.0248;1.067;4332;15.206;119.778;;
58642;9.2491;0.0345;0.883;;2.147;49.852;;
58650;9.1971;0.1929;7.480;;2.233;12.092;;
58651;5.5225;0.0150;0.913;4571;;;;
58660;;;;;;;;
58661;6.0143;0.0436;0.994;;;;;
58662;4.6457;0.0158;0.872;4512;;;;
58674;9.0310;0.0195;0.928;;1.742;27.638;;
58678;10.6871;0.0276;1.021;;1.556;5.455;;
58679;4.1033;0.0393;1.234;;3.123;43.696;;
58687;0.9795;0.0216;0.923;;;;;
58692;4.9489;0.1278;3.797;;;;;
58697;9.7144;0.0241;1.025;4343;;;;
58700;1.9590;0.0350;1.077;3951;;;;
58704;2.6246;0.0234;0.932;4371;;;;
58706;7.3492;0.0143;0.779;4530;;;;
58708;17.6399;0.0221;1.045;4910;;;;
58712;1.8078;0.0213;1.039;4023;;;;
58715;2.2736;0.0266;1.095;4250;;;;
58720;9.6358;0.0408;0.733;;2.065;69.196;;
58724;6.2098;0.0210;1.035;4504;;;;
58739;11.8459;0.0194;0.914;6223;1.905;4.843;;
58741;4.2143;0.0527;0.976;4045;;;;
58748;0.4859;0.0216;0.771;;;;;
58751;17.3883;0.0289;1.047;6256;1.348;2.905;;
58753;1.6290;0.0230;0.959;3849;;;;
58757;5.3387;0.0230;1.033;4383;12.495;68.570;;
58758;14.5878;0.1297;0.838;7293;5.730;73.093;;
58765;6.2679;0.0310;1.184;;3.931;49.139;;
58769;7.3741;0.0238;1.049;4515;7.813;26.989;;
58781;2.6781;0.0183;1.244;4872;15.274;146.393;;
58782;7.5299;0.0182;0.919;4680;6.596;23.942;;
58783;0.5076;0.0386;0.897;;;;;
58791;4.8219;0.0825;1.154;;;;;
58794;1.0981;0.0277;0.838;;;;;
58795;2.8234;0.0418;1.440;4250;;;;
58797;8.4469;0.0372;1.029;;1.759;23.690;;
58798;5.0080;0.0172;1.108;4315;15.257;108.185;;
58803;40.4345;0.0884;1.050;6641;1.632;4.356;;
58808;3.7484;0.0205;1.124;4548;11.206;66.707;;
58809;13.9917;0.0397;1.106;;;;;
58810;3.5872;0.0171;0.930;4697;;;;
58814;1.4980;0.0334;0.914;;;;;
58816;13.0571;0.0776;3.999;6358;1.826;5.066;;
58820;4.1565;0.0168;0.903;5144;11.567;106.691;;
58822;1.5003;0.0193;0.943;3885;;;;
58823;9.7446;0.0213;1.064;;1.619;7.070;;
58828;3.9752;0.0170;1.013;4706;10.629;55.867;;
58830;;;;;;;;
58831;2.4009;0.0276;0.971;4221;;;;
58835;2.7232;0.0193;0.803;;4.424;414.617;;
58848;1.1276;0.0193;1.053;4068;;;;
58851;8.2016;0.0300;0.994;7840;;;;
58856;3.9850;0.0396;1.356;;2.891;67.649;;
58858;9.6109;0.0275;0.885;7241;3.256;29.841;;
58859;8.3096;0.0350;0.990;;1.955;48.599;;
58861;4.9294;0.0308;0.970;;;;;
58866;2.1333;0.0271;1.070;3774;;;;
58867;4.7314;0.1276;1.255;;6.205;1935.052;;
58874;13.0625;0.0188;0.952;6022;3.712;16.022;;
58876;22.1266;0.0191;0.980;5835;1.049;1.181;;
58878;15.9166;0.0190;0.844;6312;1.551;3.407;;
58879;5.3608;0.0222;0.900;;;;;
58883;1.3864;0.0320;0.972;;;;;
58891;4.7749;0.0213;1.018;4661;;;;
58893;6.1707;0.0232;1.067;;3.599;19.244;;
58895;5.6365;0.0245;1.051;4887;9.113;51.668;;
58905;6.4916;0.0843;1.232;4004;48.404;502.442;;
58906;0.5345;0.0205;0.927;7688;;;;
58912;4.1497;0.0206;0.967;4746;;;;
58921;4.3458;0.0490;0.767;3837;;;;
58928;2.7761;0.0133;0.885;3841;43.753;1318.233;;
58933;2.6819;0.0154;0.979;4222;35.595;472.406;;
58940;19.9222;0.0207;1.016;6160;1.317;2.051;;
58943;1.7765;0.0209;0.948;4031;52.202;587.527;;
58944;4.7448;0.0273;1.005;4579;;;;
58946;1.8382;0.0203;0.983;3737;;;;
58947;5.1363;0.0154;0.977;4473;10.653;57.190;;
58950;27.4530;0.0217;0.942;5683;0.983;0.877;;
58952;9.9280;0.0383;0.887;4638;10.814;62.893;1.032;1
58955;2.3348;0.0158;0.901;4634;;;;
58956;5.9703;0.0180;0.993;4939;8.224;40.420;;
58960;9.0825;0.0324;1.438;;2.880;19.776;;
58963;9.6929;0.0260;1.017;6529;2.187;7.753;;
58968;13.3983;0.0239;0.993;5990;1.385;3.104;;
58972;8.3605;0.0183;0.883;;1.899;8.039;;
58976;2.8204;0.0217;1.101;4250;;;;
58980;4.6914;0.0199;0.993;5084;8.463;44.823;;
58981;2.9904;0.0377;1.108;4250;;;;
58982;10.2371;0.2280;11.913;6206;1.777;4.769;;
58989;7.5755;0.0257;1.190;4402;14.553;101.698;;
58998;0.3478;0.0228;0.961;;;;;
59002;10.5442;0.0333;0.984;;1.558;5.721;;
59003;0.4514;0.0181;0.785;6737;;;;
59010;5.8323;0.0348;0.824;4836;13.352;89.065;;
59011;11.6628;0.0236;1.057;5069;2.838;4.834;;
59013;1.6216;0.0266;1.074;3838;51.592;1590.393;;
59016;10.6526;0.0181;0.946;4679;5.890;16.768;;
59017;;;;;;;;
59021;20.6657;0.0237;0.963;5806;2.104;4.525;;
59024;17.2377;0.0176;0.908;6079;1.295;2.287;;
59031;2.8656;0.0334;0.832;3718;;;;
59035;3.0343;0.0248;1.296;4141;;;;
59041;5.2130;0.0237;0.918;4895;9.455;51.664;;
59043;1.4955;0.0498;1.698;7916;5.953;2058.621;;
59044;2.3808;0.0189;0.999;3877;;;;
59045;3.2796;0.0230;0.933;;3.901;118.154;;
59046;1.1079;0.0214;0.954;4694;;;;
59050;8.6070;0.7354;24.145;5300;6.853;49.533;;
59055;6.5864;0.0196;0.917;4776;11.004;57.565;;
59056;1.5231;0.0205;0.988;3940;;;;
59061;11.5654;0.0204;0.938;6848;2.031;7.559;;
59068;12.1228;0.0340;0.957;;2.196;10.596;;
59072;50.7919;0.1049;1.543;;1.858;6.901;;
59087;13.0157;0.0221;0.908;6427;;;;
59093;9.7115;0.0319;1.030;;1.815;8.687;;
59099;0.5972;0.0267;0.798;;;;;
59100;8.1575;0.0314;1.113;7612;2.427;12.948;;
59102;3.0190;0.0305;0.982;4899;13.278;104.645;;
59104;3.9549;0.0211;0.919;4141;;;;
59108;2.1997;0.1014;1.055;4250;;;;
59111;16.8792;0.1999;10.008;6152;2.040;5.694;;
59120;9.7197;0.0230;1.035;;2.617;11.155;;
59124;3.0339;0.0240;1.047;4470;;;;
59125;8.0829;0.0295;0.912;;2.113;10.567;;
59133;3.4531;0.0293;0.996;;;;;
